action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,122910,[],CHEMBL759452,In vitro binding affinity against human peroxisome proliferator activated receptor gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(-c3ccccc3)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,,,CHEMBL1136170,Bioorg Med Chem Lett,2003.0,"{'bei': '12.00', 'le': '0.23', 'lle': '-1.32', 'sei': '9.00'}",CHEMBL96758,,CHEMBL96758,6.65,0,http://www.openphacts.org/units/Nanomolar,174803,=,1,1,=,,IC50,nM,,226.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.226
,,125483,[],CHEMBL759452,In vitro binding affinity against human peroxisome proliferator activated receptor gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(F)c(C)c2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,,,CHEMBL1136170,Bioorg Med Chem Lett,2003.0,"{'bei': '13.95', 'le': '0.27', 'lle': '0.36', 'sei': '9.62'}",CHEMBL96143,,CHEMBL96143,7.11,0,http://www.openphacts.org/units/Nanomolar,174798,=,1,1,=,,IC50,nM,,78.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.078
,,126995,[],CHEMBL759452,In vitro binding affinity against human peroxisome proliferator activated receptor gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(C(C)(C)C)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,,,CHEMBL1136170,Bioorg Med Chem Lett,2003.0,"{'bei': '12.13', 'le': '0.23', 'lle': '-1.13', 'sei': '8.77'}",CHEMBL94716,,CHEMBL94716,6.47,0,http://www.openphacts.org/units/Nanomolar,174793,=,1,1,=,,IC50,nM,,335.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.335
,,129313,[],CHEMBL759452,In vitro binding affinity against human peroxisome proliferator activated receptor gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(F)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,,,CHEMBL1136170,Bioorg Med Chem Lett,2003.0,"{'bei': '14.35', 'le': '0.28', 'lle': '0.67', 'sei': '9.63'}",CHEMBL96451,,CHEMBL96451,7.11,0,http://www.openphacts.org/units/Nanomolar,174802,=,1,1,=,,IC50,nM,,77.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.077
,,133207,[],CHEMBL759452,In vitro binding affinity against human peroxisome proliferator activated receptor gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(OC)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,,,CHEMBL1136170,Bioorg Med Chem Lett,2003.0,"{'bei': '12.85', 'le': '0.25', 'lle': '0.21', 'sei': '7.85'}",CHEMBL92130,,CHEMBL92130,6.52,0,http://www.openphacts.org/units/Nanomolar,174796,=,1,1,=,,IC50,nM,,300.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.3
,,136814,[],CHEMBL759452,In vitro binding affinity against human peroxisome proliferator activated receptor gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(Cl)c(Cl)c2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,,,CHEMBL1136170,Bioorg Med Chem Lett,2003.0,"{'bei': '13.16', 'le': '0.27', 'lle': '-0.42', 'sei': '9.74'}",CHEMBL318684,,CHEMBL318684,7.19,0,http://www.openphacts.org/units/Nanomolar,174800,=,1,1,=,,IC50,nM,,64.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.064
,,140350,[],CHEMBL759452,In vitro binding affinity against human peroxisome proliferator activated receptor gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,,,CHEMBL1136170,Bioorg Med Chem Lett,2003.0,"{'bei': '15.17', 'le': '0.29', 'lle': '0.94', 'sei': '9.81'}",CHEMBL94306,,CHEMBL94306,7.24,0,http://www.openphacts.org/units/Nanomolar,174791,=,1,1,=,,IC50,nM,,57.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.057
,,184830,[],CHEMBL760384,Displacement of PPARgamma agonist from human PPAR gamma receptor,F,,,BAO_0000190,BAO_0000019,assay format,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@](C)(Oc2ccccc2)C(=O)O)cc1,,,CHEMBL1148303,J Med Chem,2004.0,,CHEMBL81248,,CHEMBL81248,7.85,0,http://www.openphacts.org/units/Nanomolar,143606,=,1,1,=,,IC50,nM,,14.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,14.0
,,186297,[],CHEMBL760384,Displacement of PPARgamma agonist from human PPAR gamma receptor,F,,,BAO_0000190,BAO_0000019,assay format,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,,,CHEMBL1148303,J Med Chem,2004.0,,CHEMBL82034,,CHEMBL82034,7.75,0,http://www.openphacts.org/units/Nanomolar,143599,=,1,1,=,,IC50,nM,,18.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,18.0
,,189892,[],CHEMBL760384,Displacement of PPARgamma agonist from human PPAR gamma receptor,F,,,BAO_0000190,BAO_0000019,assay format,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(Oc2ccccc2)C(=O)O)cc1,,,CHEMBL1148303,J Med Chem,2004.0,,CHEMBL81208,,CHEMBL81208,6.89,0,http://www.openphacts.org/units/Nanomolar,143609,=,1,1,=,,IC50,nM,,128.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,128.0
,,191184,[],CHEMBL760384,Displacement of PPARgamma agonist from human PPAR gamma receptor,F,,,BAO_0000190,BAO_0000019,assay format,Cc1oc(C2CCCCC2)nc1CCOc1ccc(C[C@](C)(Oc2ccccc2)C(=O)O)cc1,,,CHEMBL1148303,J Med Chem,2004.0,,CHEMBL264385,,CHEMBL264385,7.82,0,http://www.openphacts.org/units/Nanomolar,143604,=,1,1,=,,IC50,nM,,15.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,15.0
,,194645,[],CHEMBL760384,Displacement of PPARgamma agonist from human PPAR gamma receptor,F,,,BAO_0000190,BAO_0000019,assay format,Cc1oc(-c2cccs2)nc1CCOc1ccc(C[C@](C)(Oc2ccccc2)C(=O)O)cc1,,,CHEMBL1148303,J Med Chem,2004.0,,CHEMBL77502,LY-510929,CHEMBL77502,8.00,0,http://www.openphacts.org/units/Nanomolar,143597,=,1,1,=,,IC50,nM,,10.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,10.0
,,194651,[],CHEMBL760384,Displacement of PPARgamma agonist from human PPAR gamma receptor,F,,,BAO_0000190,BAO_0000019,assay format,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,,,CHEMBL1148303,J Med Chem,2004.0,,CHEMBL312717,,CHEMBL312717,6.77,0,http://www.openphacts.org/units/Nanomolar,143600,=,1,1,=,,IC50,nM,,169.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,169.0
,,196959,[],CHEMBL760384,Displacement of PPARgamma agonist from human PPAR gamma receptor,F,,,BAO_0000190,BAO_0000019,assay format,Cc1oc(-c2cccs2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,,,CHEMBL1148303,J Med Chem,2004.0,,CHEMBL82602,,CHEMBL82602,7.62,0,http://www.openphacts.org/units/Nanomolar,143598,=,1,1,=,,IC50,nM,,24.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,24.0
,,197950,[],CHEMBL760384,Displacement of PPARgamma agonist from human PPAR gamma receptor,F,,,BAO_0000190,BAO_0000019,assay format,Cc1oc(-c2cccs2)nc1CCOc1ccc(C[C@@](C)(Oc2ccccc2)C(=O)O)cc1,,,CHEMBL1148303,J Med Chem,2004.0,,CHEMBL79426,,CHEMBL79426,6.53,0,http://www.openphacts.org/units/Nanomolar,143605,=,1,1,=,,IC50,nM,,297.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,297.0
,,202931,[],CHEMBL760384,Displacement of PPARgamma agonist from human PPAR gamma receptor,F,,,BAO_0000190,BAO_0000019,assay format,CCCCC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)(Oc1ccccc1)C(=O)O,,,CHEMBL1148303,J Med Chem,2004.0,,CHEMBL82193,,CHEMBL82193,5.65,0,http://www.openphacts.org/units/Nanomolar,143608,=,1,1,=,,IC50,nM,,2241.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,2241.0
,,206560,[],CHEMBL760384,Displacement of PPARgamma agonist from human PPAR gamma receptor,F,,,BAO_0000190,BAO_0000019,assay format,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@](C)(Oc2ccccc2)C(=O)O)cc1,,,CHEMBL1148303,J Med Chem,2004.0,,CHEMBL412371,,CHEMBL412371,6.41,0,http://www.openphacts.org/units/Nanomolar,143607,=,1,1,=,,IC50,nM,,388.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,388.0
,,207758,[],CHEMBL760384,Displacement of PPARgamma agonist from human PPAR gamma receptor,F,,,BAO_0000190,BAO_0000019,assay format,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OC(C)(Cc2ccccc2)C(=O)O)cc1,,,CHEMBL1148303,J Med Chem,2004.0,,CHEMBL81592,,CHEMBL81592,6.31,0,http://www.openphacts.org/units/Nanomolar,143602,=,1,1,=,,IC50,nM,,491.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,491.0
,,207764,[],CHEMBL760384,Displacement of PPARgamma agonist from human PPAR gamma receptor,F,,,BAO_0000190,BAO_0000019,assay format,CCC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)(Oc1ccccc1)C(=O)O,,,CHEMBL1148303,J Med Chem,2004.0,,CHEMBL78529,,CHEMBL78529,6.54,0,http://www.openphacts.org/units/Nanomolar,143603,=,1,1,=,,IC50,nM,,290.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,290.0
,,212425,[],CHEMBL760384,Displacement of PPARgamma agonist from human PPAR gamma receptor,F,,,BAO_0000190,BAO_0000019,assay format,Cc1oc(-c2cccc(-c3ccccc3)c2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,,,CHEMBL1148303,J Med Chem,2004.0,,CHEMBL81676,,CHEMBL81676,7.15,0,http://www.openphacts.org/units/Nanomolar,143610,=,1,1,=,,IC50,nM,,71.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,71.0
,,220751,[],CHEMBL760384,Displacement of PPARgamma agonist from human PPAR gamma receptor,F,,,BAO_0000190,BAO_0000019,assay format,Cc1oc(C2CCCCC2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,,,CHEMBL1148303,J Med Chem,2004.0,,CHEMBL309882,,CHEMBL309882,7.29,0,http://www.openphacts.org/units/Nanomolar,143601,=,1,1,=,,IC50,nM,,51.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,51.0
,,434516,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1C,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '10.52', 'le': '0.20', 'lle': '-1.44', 'sei': '7.01'}",CHEMBL54097,,CHEMBL54097,5.17,0,http://www.openphacts.org/units/Nanomolar,86864,=,1,1,=,,IC50,nM,,6700.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,6.7
,,434522,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(Cl)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '11.13', 'le': '0.22', 'lle': '-1.26', 'sei': '7.72'}",CHEMBL52426,,CHEMBL52426,5.70,0,http://www.openphacts.org/units/Nanomolar,86856,=,1,1,=,,IC50,nM,,2000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,2.0
,,435753,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(C(F)(F)F)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '10.53', 'le': '0.21', 'lle': '-1.58', 'sei': '7.78'}",CHEMBL51603,,CHEMBL51603,5.75,0,http://www.openphacts.org/units/Nanomolar,86861,=,1,1,=,,IC50,nM,,1800.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,1.8
,,435756,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(-c3ccccc3)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '12.44', 'le': '0.24', 'lle': '-1.08', 'sei': '9.32'}",CHEMBL430970,,CHEMBL430970,6.89,0,http://www.openphacts.org/units/Nanomolar,86858,=,1,1,=,,IC50,nM,,130.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.13
,,438328,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(OC)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '12.48', 'le': '0.24', 'lle': '0.03', 'sei': '7.63'}",CHEMBL50885,,CHEMBL50885,6.34,0,http://www.openphacts.org/units/Nanomolar,86855,=,1,1,=,,IC50,nM,,460.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.46
,,439660,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1Cl,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '12.43', 'le': '0.25', 'lle': '-0.59', 'sei': '8.62'}",CHEMBL298187,,CHEMBL298187,6.37,0,http://www.openphacts.org/units/Nanomolar,86849,=,1,1,=,,IC50,nM,,430.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.43
,,439666,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1OC,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '11.82', 'le': '0.23', 'lle': '-0.31', 'sei': '7.22'}",CHEMBL50755,,CHEMBL50755,6.00,0,http://www.openphacts.org/units/Nanomolar,86850,=,1,1,=,,IC50,nM,,1000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,1.0
,,439672,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '8.11', 'le': '0.16', 'lle': '-2.17', 'sei': '4.37'}",CHEMBL50984,,CHEMBL50984,5.24,0,http://www.openphacts.org/units/Nanomolar,86852,=,1,1,=,,IC50,nM,,5700.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,5.7
,,445050,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)Cc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '12.85', 'le': '0.25', 'lle': '-0.23', 'sei': '8.56'}",CHEMBL50572,,CHEMBL50572,6.32,0,http://www.openphacts.org/units/Nanomolar,86867,=,1,1,=,,IC50,nM,,480.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.48
,,446465,[],CHEMBL841917,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '14.12', 'le': '0.27', 'lle': '0.44', 'sei': '9.13'}",CHEMBL300629,,CHEMBL300629,6.75,0,http://www.openphacts.org/units/Nanomolar,86848,=,1,1,=,,IC50,nM,,180.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.18
,,449036,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1CCC,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '13.32', 'le': '0.26', 'lle': '-0.34', 'sei': '9.37'}",CHEMBL50143,,CHEMBL50143,6.92,0,http://www.openphacts.org/units/Nanomolar,86863,=,1,1,=,,IC50,nM,,120.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.12
